"conferenceId","Team ID","Team Market","position","Player Height","Class Year","playerId","jerseyNum","fullName","Games Started","Games Played","Minutes Played","Assist Pct","Assist Pct %ile","Assist Ratio","Assist Ratio %ile","Turnover Pct","Turnover Pct %ile","Ast/Tov Ratio","Ast/Tov Ratio %ile","Usage Pct","Usage Pct %ile","True Shooting %","True Shooting % %ile","2-Point Pct","2-Point Pct %ile","3-Point Pct","3-Point Pct %ile","Free Throw Pct","Free Throw Pct %ile","Off Rebound Pct","Off Rebound Pct %ile","FT Attempt Rate","FT Attempt Rate %ile","3-Point Att Rate","3-Point Att Rate %ile"
"52","104231","South Dakota","G","75","Junior","1917792","0","Jordan Crawford","29","29","917.1","0.08837","0.28","0.08502","0.13","0.09054","0.86","1.02632","0.29","0.22681","0.72","0.54755","0.58","0.45946","0.41","0.36923","0.74","0.75","0.47","0.02369","0.41","0.25656","0.37","0.56851","0.68"
"5","104230","South Carolina St.","G","73","Junior","2580049","30","Rayniel Wright","4","30","477.59","0.22899","0.84","0.23962","0.84","0.3268","0.01","0.96429","0.24","0.17859","0.39","0.42894","0.07","0.41111","0.21","0.16667","0.05","0.5","0.04","0.01678","0.23","0.45833","0.84","0.0625","0.01"
"5","104230","South Carolina St.","G","78","Junior","2580040","5","Owen Bronston, Jr.","15","25","530.46","0.07831","0.2","0.06015","0.04","0.064","0.97","1","0.28","0.24659","0.83","0.51891","0.39","0.39759","0.17","0.36842","0.73","0.77419","0.56","0.03156","0.56","0.13191","0.08","0.64681","0.8"
"5","104230","South Carolina St.","G","77","Junior","2557667","55","Christopher Parker","2","23","402.81","0.07711","0.19","0.07759","0.1","0.0721","0.94","1.16667","0.38","0.20807","0.61","0.49223","0.24","0.41406","0.21","0.25","0.16","0.84314","0.83","0.11271","0.99","0.38636","0.71","0.0303","0.01"
"5","104230","South Carolina St.","G","82","Freshman","2557664","7","Derwin Hodge","18","25","456.85","0.12929","0.5","0.22611","0.82","0.34086","0.01","0.85714","0.17","0.11275","0.04","0.4579","0.14","0.46552","0.44","","","0.36364","0.01","0.07433","0.95","0.37931","0.7","0","0"
"5","104230","South Carolina St.","G","77","Freshman","2557663","0","Noah Treadwell","5","30","675.84","0.05971","0.1","0.05709","0.03","0.1211","0.64","0.5","0.04","0.21894","0.68","0.54152","0.54","0.47222","0.48","0.34848","0.61","0.67742","0.25","0.01864","0.28","0.26496","0.4","0.84615","0.98"
"5","104230","South Carolina St.","G","73","Sophomore","2332406","10","Jayden Johnson","27","30","832.03","0.31174","0.96","0.19109","0.69","0.16714","0.28","1.41333","0.55","0.26844","0.91","0.54857","0.59","0.46544","0.44","0.375","0.77","0.72464","0.37","0.02477","0.43","0.44089","0.81","0.30671","0.2"
"5","104230","South Carolina St.","G","78","Senior","1958092","1","Florian Tenebay","23","29","668.57","0.17206","0.68","0.17744","0.63","0.21964","0.1","0.98214","0.24","0.19018","0.48","0.51005","0.34","0.41935","0.23","0.25926","0.18","0.7156","0.35","0.04269","0.74","0.72185","0.98","0.17881","0.06"
"89","104229","South Carolina","G","72","Freshman","2480429","15","Eli Ellis","0","28","749.22","0.14103","0.55","0.17293","0.61","0.10265","0.78","2.03704","0.83","0.18447","0.44","0.51059","0.35","0.456","0.39","0.28049","0.24","0.87879","0.92","0.0303","0.54","0.31884","0.56","0.39614","0.36"
"89","104229","South Carolina","G","78","Freshman","2480422","13","Grant Polk","0","30","388","0.01985","0.01","0.03423","0.01","0.06203","0.97","0.57143","0.05","0.15288","0.2","0.53875","0.52","0.59091","0.91","0.32911","0.49","0.90909","0.96","0.04927","0.8","0.10891","0.06","0.78218","0.94"
"89","104229","South Carolina","G","81","Senior","1908368","55","Mike Sharavjamts","32","32","952.4","0.1571","0.62","0.1831","0.66","0.13327","0.53","1.68182","0.69","0.18156","0.41","0.60971","0.9","0.5679","0.87","0.34118","0.57","0.8764","0.91","0.05115","0.82","0.36032","0.66","0.34413","0.27"
"89","104229","South Carolina","G","77","Senior","1686903","4","Kobe Knox","32","32","959.39","0.13711","0.53","0.16643","0.57","0.12706","0.58","1.57143","0.64","0.18045","0.4","0.60118","0.88","0.575","0.89","0.31081","0.38","0.75806","0.5","0.04458","0.76","0.52991","0.91","0.31624","0.22"
"89","104229","South Carolina","G","74","Senior","1620089","5","Meechie Johnson","32","32","1006.06","0.29375","0.95","0.19895","0.72","0.13234","0.54","1.87671","0.77","0.28715","0.95","0.57459","0.76","0.49029","0.57","0.32584","0.47","0.8093","0.7","0.01063","0.09","0.5599","0.93","0.46354","0.49"
"62","104228","South Alabama","G","78","Senior","2494547","2","Chaze Harris","31","31","1013.74","0.37989","0.99","0.1984","0.72","0.15978","0.32","1.54902","0.62","0.34577","0.99","0.56674","0.71","0.55528","0.83","0.18182","0.06","0.59016","0.1","0.05135","0.82","0.56876","0.93","0.05128","0.01"
"62","104228","South Alabama","G","72","Senior","2281197","6","JJ Wheat","0","31","402.36","0.18109","0.71","0.23891","0.84","0.16903","0.27","1.85714","0.77","0.16955","0.32","0.53295","0.48","0.50704","0.65","0.41667","0.93","0.5","0.04","0.05115","0.82","0.55422","0.93","0.14458","0.04"
"62","104228","South Alabama","G","74","Junior","2281196","1","Jayden Cooper","31","31","949.96","0.0626","0.12","0.07583","0.09","0.06838","0.96","1.2","0.4","0.21132","0.63","0.51086","0.35","0.46203","0.42","0.34416","0.59","0.66154","0.2","0.01911","0.3","0.20833","0.24","0.49359","0.54"
"62","104228","South Alabama","G","77","Junior","2144554","14","John Broom","1","29","420.41","0.04832","0.05","0.16593","0.57","0.09947","0.8","2","0.82","0.07864","0.01","0.51565","0.37","0.57143","0.88","0.3125","0.39","0.66667","0.23","0.06003","0.88","0.0566","0.01","0.60377","0.74"
"62","104228","South Alabama","G","78","Senior","1953456","4","Hantz Louis Jeune","21","31","714.81","0.04142","0.03","0.09859","0.19","0.0579","0.98","1.88889","0.78","0.1194","0.06","0.45423","0.12","0.48718","0.55","0.27083","0.21","0.65385","0.2","0.02202","0.36","0.19259","0.2","0.71111","0.88"
"62","104228","South Alabama","G","77","Senior","1682419","34","Randy Brady","31","31","845.32","0.11438","0.42","0.24072","0.85","0.1755","0.24","1.80645","0.75","0.11474","0.05","0.57692","0.77","0.57407","0.88","0.32143","0.44","0.64198","0.18","0.04296","0.74","0.73636","0.98","0.50909","0.58"
"19","104219","Siena","G","71","Freshman","2506619","3","Christian Jones","0","35","594.49","0.12482","0.47","0.18213","0.66","0.15207","0.38","1.46429","0.58","0.16801","0.3","0.46765","0.16","0.28571","0.03","0.3299","0.49","0.95652","0.98","0.00843","0.06","0.15753","0.13","0.66438","0.83"
"19","104219","Siena","G","77","Sophomore","2311541","4","Gavin Doty","35","35","1286.66","0.13055","0.5","0.11845","0.31","0.06029","0.97","2.22857","0.88","0.24475","0.82","0.57654","0.77","0.51543","0.69","0.32624","0.47","0.85792","0.87","0.04964","0.8","0.39355","0.73","0.30323","0.2"
"19","104219","Siena","G","71","Senior","1953952","0","Justice Shoats","35","35","1245.52","0.26151","0.91","0.22428","0.81","0.1668","0.28","1.73333","0.71","0.235","0.77","0.50823","0.33","0.47671","0.5","0.34146","0.57","0.67677","0.25","0.00804","0.05","0.24384","0.33","0.10099","0.02"
"29","104210","Seton Hall","G","76","Sophomore","2302557","2","Tajuan Simpkins","2","33","829.43","0.09347","0.3","0.10874","0.25","0.10981","0.73","1.11111","0.34","0.20173","0.57","0.54661","0.58","0.42657","0.25","0.37","0.74","0.77477","0.56","0.0234","0.4","0.45679","0.83","0.41152","0.39"
"29","104210","Seton Hall","G","73","Freshman","2291870","13","Trey Parker","0","32","495.2","0.1766","0.7","0.2012","0.73","0.18757","0.18","1.34286","0.51","0.19183","0.5","0.45185","0.12","0.43333","0.28","0.20455","0.08","0.8","0.67","0.04808","0.79","0.29851","0.51","0.32836","0.24"
"29","104210","Seton Hall","G","70","Junior","2140378","0","Adam Clark","33","33","1010.78","0.33613","0.98","0.24541","0.86","0.17358","0.25","1.87356","0.77","0.25307","0.86","0.50459","0.31","0.46519","0.44","0.21951","0.09","0.74615","0.44","0.02033","0.32","0.36415","0.67","0.11485","0.03"
"29","104210","Seton Hall","G","75","Sophomore","2098797","23","Mike Williams III","31","33","688.45","0.13984","0.54","0.15588","0.52","0.12557","0.6","1.47059","0.58","0.20073","0.56","0.48986","0.23","0.4","0.18","0.33673","0.55","0.75926","0.5","0.01824","0.27","0.25352","0.36","0.46009","0.48"
"29","104210","Seton Hall","G","78","Junior","1924201","22","Elijah Fisher","33","33","682.54","0.07106","0.16","0.09676","0.18","0.10713","0.75","1","0.28","0.1745","0.35","0.52543","0.43","0.51429","0.69","0.23684","0.13","0.69565","0.29","0.05521","0.85","0.38764","0.72","0.21348","0.09"
"29","104210","Seton Hall","G","76","Senior","1609878","14","A.J. Staton-McCray","33","33","908.47","0.10249","0.35","0.09684","0.18","0.10484","0.76","1.02273","0.29","0.23578","0.77","0.52036","0.4","0.45604","0.39","0.33333","0.53","0.875","0.91","0.0264","0.47","0.2093","0.24","0.47093","0.5"
"30","104209","Seattle U","G","72","Senior","1940203","0","Brayden Maldonado","30","30","954.62","0.20336","0.78","0.16418","0.56","0.10714","0.75","1.83333","0.76","0.24606","0.83","0.56625","0.7","0.44667","0.34","0.37379","0.76","0.88","0.92","0.01821","0.27","0.2809","0.45","0.57865","0.7"
"30","104209","Seattle U","G","74","Senior","1938259","5","Jojo Murphy","4","33","489.8","0.16296","0.65","0.1679","0.58","0.12935","0.56","1.56","0.63","0.20641","0.6","0.51099","0.35","0.45333","0.37","0.32468","0.46","0.78378","0.6","0.03797","0.68","0.24342","0.33","0.50658","0.57"
"30","104209","Seattle U","G","75","Senior","1926233","1","Maleek Arington","33","33","1019.15","0.22519","0.84","0.37674","0.99","0.2261","0.09","2.67347","0.95","0.11123","0.04","0.48301","0.21","0.28571","0.03","0.32692","0.48","0.76136","0.51","0.02509","0.44","0.68217","0.97","0.4031","0.38"
"30","104209","Seattle U","G","75","Senior","1702071","11","John Christofilis","2","33","543.17","0.03056","0.02","0.03986","0.01","0.0519","0.98","0.8","0.15","0.18555","0.44","0.55282","0.62","0.39655","0.16","0.4","0.88","0.81818","0.74","0.0107","0.1","0.12717","0.08","0.66474","0.83"
"30","104203","Santa Clara","G","80","Junior","2536840","15","Thierry Darlan","1","34","598.77","0.07722","0.19","0.11612","0.3","0.20144","0.14","0.65217","0.09","0.18478","0.44","0.54825","0.59","0.48077","0.52","0.33333","0.53","0.88636","0.93","0.0487","0.79","0.26994","0.42","0.68098","0.85"
"30","104203","Santa Clara","G","76","Freshman","2536838","7","KJ Cochran","0","34","401.26","0.07887","0.21","0.10264","0.21","0.0903","0.86","1.26667","0.45","0.20059","0.56","0.52945","0.46","0.67857","0.98","0.27059","0.21","0.65217","0.19","0.05311","0.83","0.16312","0.14","0.60284","0.74"
"30","104203","Santa Clara","G","74","Freshman","2302520","2","Sash Gavalyugov","2","34","678.79","0.23074","0.85","0.21445","0.78","0.14243","0.45","1.91667","0.79","0.24055","0.8","0.53114","0.47","0.47959","0.52","0.36111","0.69","0.72","0.36","0.038","0.68","0.08993","0.04","0.64748","0.8"
"30","104203","Santa Clara","G","76","Sophomore","2110376","1","Christian Hammond","33","33","1001.32","0.14698","0.58","0.14101","0.44","0.11211","0.71","1.46429","0.58","0.24287","0.81","0.58512","0.81","0.52453","0.73","0.39695","0.87","0.78704","0.61","0.02024","0.32","0.27273","0.42","0.33081","0.24"
"30","104203","Santa Clara","G","81","Junior","1920291","44","Jake Ensminger","31","31","897.56","0.14658","0.58","0.33374","0.98","0.16507","0.29","3.03448","0.97","0.09517","0.01","0.67144","0.99","0.73077","0.99","0.41176","0.92","0.72727","0.38","0.07894","0.96","0.16058","0.14","0.62044","0.77"
"30","104203","Santa Clara","G","72","Senior","1717654","0","Brenton Knapper","32","32","684.61","0.16543","0.66","0.20395","0.74","0.14073","0.47","1.82051","0.75","0.19701","0.54","0.50399","0.31","0.5","0.63","0.28571","0.26","0.79167","0.63","0.02824","0.5","0.2212","0.27","0.48387","0.53"
"87","104202","San Jose St.","G","76","Freshman","2542053","4","Melvin Bell Jr.","24","32","1074.18","0.02658","0.01","0.04523","0.01","0.12001","0.65","0.39474","0.02","0.15679","0.23","0.50251","0.3","0.46541","0.44","0.27419","0.22","0.61832","0.14","0.05413","0.84","0.59276","0.95","0.28054","0.16"
"87","104202","San Jose St.","G","73","Sophomore","2284412","13","Jermaine Washington","23","24","838.14","0.1588","0.63","0.18191","0.66","0.13275","0.53","1.675","0.69","0.18946","0.47","0.51856","0.39","0.44444","0.33","0.35971","0.68","0.62264","0.15","0.00823","0.05","0.22269","0.28","0.58403","0.71"
"87","104202","San Jose St.","G","75","Sophomore","2152656","7","Pasha Goodarzi","10","19","497.6","0.07239","0.16","0.10666","0.24","0.10613","0.75","1.125","0.35","0.16297","0.27","0.57864","0.78","0.29032","0.03","0.40659","0.9","0.93103","0.98","0.01916","0.3","0.2377","0.32","0.7459","0.91"
"87","104202","San Jose St.","G","72","Junior","2122220","0","Colby Garland","26","28","991.43","0.30739","0.96","0.18938","0.68","0.10951","0.73","2.13333","0.85","0.29162","0.96","0.58619","0.82","0.51672","0.7","0.36957","0.74","0.85526","0.86","0.0186","0.28","0.36105","0.66","0.21853","0.1"
"30","104201","San Francisco","G","77","Freshman","2477455","13","Legend Smiley","14","32","681.3","0.05723","0.09","0.07814","0.1","0.11153","0.72","0.76","0.13","0.17211","0.34","0.62249","0.93","0.50877","0.66","0.416","0.93","0.87179","0.9","0.03079","0.55","0.21429","0.26","0.68681","0.86"
"30","104201","San Francisco","G","78","Sophomore","2322770","5","Tyrone Riley IV","30","30","970.85","0.08472","0.25","0.09719","0.18","0.07649","0.93","1.40741","0.55","0.18999","0.48","0.56748","0.71","0.53591","0.76","0.36607","0.72","0.70667","0.32","0.04885","0.8","0.25597","0.37","0.38225","0.33"
"30","104201","San Francisco","G","71","Junior","2169496","0","Ryan Beasley","30","30","1023.26","0.25259","0.89","0.22416","0.81","0.1198","0.65","2.41176","0.91","0.21746","0.67","0.55645","0.64","0.47273","0.48","0.32886","0.49","0.82609","0.77","0.01924","0.3","0.43949","0.81","0.47452","0.51"
"30","104201","San Francisco","G","77","Senior","1603373","7","Vukasin Masic","20","32","690.26","0.16318","0.65","0.21552","0.78","0.16105","0.32","1.70588","0.7","0.16","0.25","0.48842","0.23","0.54237","0.78","0.28704","0.27","0.69565","0.29","0.00675","0.03","0.13772","0.09","0.64671","0.8"
"87","104199","San Diego St.","G","77","Freshman","2487208","3","Elzie Harrington","16","22","467.76","0.19376","0.75","0.2003","0.73","0.19829","0.15","1.26316","0.45","0.20863","0.61","0.56641","0.7","0.48515","0.54","0.4359","0.96","0.80645","0.69","0.01845","0.28","0.22143","0.28","0.27857","0.16"
"87","104199","San Diego St.","G","77","Sophomore","2285497","24","Taj DeGourville","5","32","621.35","0.26004","0.91","0.27785","0.92","0.2114","0.11","1.82","0.75","0.19549","0.53","0.47185","0.17","0.38182","0.13","0.35294","0.63","0.65517","0.2","0.02598","0.46","0.36025","0.66","0.31677","0.22"
"87","104199","San Diego St.","G","73","Senior","2107458","4","Sean Newman Jr.","5","32","492.76","0.26451","0.91","0.35841","0.99","0.20313","0.14","2.75","0.95","0.14366","0.15","0.4918","0.24","0.40323","0.19","0.28125","0.25","0.86111","0.88","0.01512","0.19","0.38298","0.71","0.34043","0.26"
"87","104199","San Diego St.","G","74","Junior","2092594","10","BJ Davis","7","32","717.79","0.18703","0.72","0.16909","0.59","0.09277","0.84","2.19355","0.87","0.23909","0.79","0.58212","0.8","0.47742","0.51","0.36735","0.72","0.85088","0.85","0.02941","0.52","0.45059","0.83","0.38735","0.35"
"87","104199","San Diego St.","G","79","Junior","1890317","21","Miles Byrd","32","32","905.96","0.175","0.69","0.18291","0.66","0.16591","0.29","1.34921","0.51","0.21526","0.65","0.53363","0.49","0.5","0.63","0.30986","0.37","0.79545","0.65","0.0233","0.4","0.31655","0.55","0.51079","0.58"
"87","104199","San Diego St.","G","78","Senior","1622652","39","Reese Dixon-Waters","31","31","940.24","0.08081","0.22","0.08766","0.14","0.1084","0.74","0.88636","0.19","0.22221","0.7","0.56369","0.69","0.49153","0.57","0.35417","0.64","0.87097","0.9","0.02251","0.37","0.28972","0.48","0.4486","0.46"
"30","104197","San Diego","G","75","Senior","2170197","2","Adrian McIntyre","17","31","780.62","0.23327","0.85","0.22586","0.81","0.15884","0.33","1.83673","0.76","0.20306","0.58","0.59538","0.86","0.61438","0.95","0.31169","0.39","0.73134","0.39","0.06331","0.9","0.2913","0.48","0.33478","0.25"
"30","104197","San Diego","G","72","Junior","2115899","5","Ty-Laur Johnson","21","22","634.13","0.31463","0.97","0.19623","0.71","0.17249","0.25","1.41538","0.55","0.29778","0.97","0.52919","0.46","0.48469","0.54","0.29487","0.3","0.82558","0.77","0.02971","0.53","0.31387","0.55","0.28467","0.17"
"30","104197","San Diego","G","72","Senior","1908548","4","Juanse Gorosito","16","31","763.73","0.18066","0.71","0.16824","0.58","0.12019","0.64","1.68293","0.69","0.22951","0.74","0.54648","0.58","0.42453","0.25","0.3815","0.8","0.83333","0.8","0.02257","0.38","0.17204","0.15","0.62007","0.77"
"30","104197","San Diego","G","77","Senior","1892850","14","Dominique Ford","15","29","497.96","0.0785","0.2","0.10357","0.21","0.11004","0.73","1.05","0.3","0.18655","0.45","0.49753","0.27","0.48387","0.53","0.22222","0.1","0.75926","0.5","0.04336","0.74","0.3913","0.72","0.32609","0.23"
"30","104197","San Diego","G","77","Senior","1601885","1","Toneari Lane","16","31","842.47","0.0539","0.07","0.06976","0.06","0.06195","0.97","1.21053","0.41","0.18708","0.45","0.59263","0.85","0.44681","0.34","0.42373","0.94","0.84211","0.82","0.02183","0.36","0.14022","0.1","0.65314","0.81"
"38","104196","Samford","G","72","Freshman","2524202","0","Isaiah Campbell-Finch","17","27","633.78","0.1031","0.36","0.13774","0.42","0.09397","0.83","1.7","0.7","0.17532","0.36","0.52386","0.42","0.49462","0.59","0.35616","0.65","0.52459","0.05","0.01762","0.25","0.36747","0.68","0.43976","0.44"
"38","104196","Samford","G","77","Sophomore","2311621","8","Zion Wilburn","4","28","473.99","0.08608","0.26","0.12924","0.37","0.18069","0.22","0.82143","0.16","0.17016","0.32","0.47638","0.19","0.43396","0.28","0.27083","0.21","0.61017","0.13","0.05519","0.85","0.58416","0.94","0.47525","0.51"
"38","104196","Samford","G","76","Sophomore","2302578","10","Kam Martin","6","30","494.85","0.07893","0.21","0.11473","0.29","0.09874","0.8","1.3125","0.49","0.17123","0.33","0.54452","0.56","0.52083","0.71","0.3125","0.39","0.82927","0.78","0.02538","0.45","0.32031","0.56","0.625","0.78"
"38","104196","Samford","G","76","Sophomore","2281150","5","Cade Norris","29","30","933.06","0.11939","0.45","0.19834","0.72","0.10545","0.76","2.34615","0.9","0.13818","0.13","0.60743","0.9","0.51163","0.67","0.40196","0.89","0.77027","0.54","0.03549","0.63","0.39362","0.73","0.54255","0.64"
"38","104196","Samford","G","72","Senior","1702441","3","Keaton Norris","28","28","921.52","0.27213","0.92","0.30344","0.96","0.12812","0.57","3.4","0.98","0.17832","0.38","0.51616","0.37","0.48276","0.53","0.31061","0.38","0.83636","0.81","0.0125","0.13","0.22177","0.28","0.53226","0.62"
"38","104196","Samford","G","74","Senior","1604457","2","Jadin Booth","29","29","1071.54","0.12656","0.48","0.10608","0.23","0.08665","0.88","1.36957","0.52","0.25935","0.88","0.64859","0.98","0.49265","0.58","0.42908","0.95","0.86842","0.89","0.00848","0.06","0.36364","0.67","0.67464","0.84"
"88","104195","Sam Houston","G","73","Freshman","2550315","55","Jacob Walker","11","31","791.85","0.15823","0.63","0.16708","0.58","0.16438","0.3","1.22034","0.42","0.21857","0.68","0.57686","0.77","0.49342","0.58","0.35294","0.63","0.74126","0.42","0.0194","0.3","0.60338","0.95","0.35865","0.29"
"88","104195","Sam Houston","G","75","Senior","2550298","4","Kashie Natt","31","31","846.65","0.15548","0.62","0.17996","0.64","0.11261","0.71","1.94872","0.8","0.19724","0.54","0.56948","0.72","0.45714","0.4","0.39474","0.86","0.78125","0.59","0.09332","0.98","0.50996","0.89","0.30279","0.2"
"88","104195","Sam Houston","G","75","Freshman","2550267","2","Jacobe Coleman","3","30","644.39","0.10978","0.39","0.1393","0.43","0.1052","0.76","1.53846","0.62","0.18534","0.44","0.5651","0.7","0.52083","0.71","0.37963","0.79","0.69231","0.29","0.03748","0.67","0.19118","0.2","0.52941","0.61"
"88","104195","Sam Houston","G","72","Sophomore","2321350","5","Justin Begg","20","20","535.88","0.22644","0.84","0.21102","0.77","0.26364","0.04","1.01449","0.28","0.23476","0.77","0.51635","0.37","0.46429","0.43","0.33696","0.55","0.73684","0.41","0.01229","0.13","0.21591","0.26","0.52273","0.6"
"88","104195","Sam Houston","G","76","Junior","2160436","35","Po'Boigh King","28","28","814.68","0.09892","0.33","0.10469","0.22","0.06644","0.96","1.76","0.73","0.22277","0.7","0.57216","0.74","0.46897","0.46","0.38095","0.8","0.85057","0.85","0.02044","0.33","0.27796","0.44","0.53674","0.63"
"88","104195","Sam Houston","G","76","Senior","1688549","25","Damon Nicholas Jr.","31","31","873.55","0.10902","0.39","0.16836","0.58","0.12786","0.57","1.58333","0.64","0.15542","0.22","0.51914","0.39","0.45161","0.37","0.36232","0.7","0.81633","0.73","0.06658","0.91","0.21875","0.27","0.30804","0.2"
"19","104188","Saint Peter's","G","76","Freshman","2540686","2","TJ Robinson","8","26","504.08","0.28862","0.94","0.18118","0.65","0.17021","0.26","1.3","0.48","0.29659","0.97","0.50451","0.31","0.41135","0.21","0.26087","0.19","0.72868","0.39","0.02148","0.35","0.68984","0.97","0.24599","0.12"
"19","104188","Saint Peter's","G","72","Sophomore","2110194","8","Bryce Eaton","20","28","773.5","0.31846","0.97","0.22064","0.8","0.16986","0.27","1.66667","0.69","0.25653","0.87","0.48512","0.21","0.41722","0.22","0.30216","0.33","0.82432","0.76","0.02947","0.52","0.25517","0.37","0.47931","0.52"
"19","104188","Saint Peter's","G","76","Senior","1890548","7","Elijah Perkins","18","21","546.7","0.13157","0.51","0.23742","0.84","0.14305","0.45","2.17647","0.86","0.1119","0.04","0.41257","0.05","0.40506","0.19","0","0.01","0.55556","0.07","0.04257","0.74","0.4186","0.77","0.0814","0.02"
"19","104188","Saint Peter's","G","75","Senior","1700527","1","Brent Bland","28","28","943.08","0.09608","0.32","0.10081","0.2","0.08008","0.92","1.4","0.54","0.20287","0.58","0.55281","0.62","0.41304","0.21","0.35922","0.68","0.78302","0.59","0.04259","0.74","0.3557","0.64","0.69128","0.86"
"30","104185","Saint Mary's (CA)","G","79","Freshman","2505024","11","Dillan Shaw","22","32","891.3","0.09809","0.33","0.1663","0.57","0.13841","0.49","1.44118","0.57","0.1427","0.15","0.56947","0.72","0.44","0.31","0.41463","0.93","0.70968","0.33","0.05892","0.88","0.15657","0.13","0.62121","0.77"
"30","104185","Saint Mary's (CA)","G","76","Sophomore","2268747","33","Liam Campbell","0","32","471","0.05461","0.08","0.0955","0.17","0.11312","0.7","0.93333","0.22","0.14578","0.16","0.68878","0.99","0.5098","0.66","0.53061","0.99","0.8","0.67","0.02075","0.33","0.4","0.74","0.49","0.54"
"30","104185","Saint Mary's (CA)","G","75","Sophomore","2268744","7","Joshua Dent","32","32","1166.72","0.28783","0.94","0.30757","0.96","0.1816","0.21","2.44595","0.92","0.18084","0.41","0.61469","0.92","0.52318","0.72","0.39437","0.86","0.91304","0.96","0.01047","0.09","0.31399","0.55","0.48464","0.53"
"30","104185","Saint Mary's (CA)","G","75","Sophomore","2268743","0","Mikey Lewis","32","32","856.43","0.15546","0.61","0.12239","0.33","0.0937","0.84","1.48837","0.59","0.27746","0.94","0.53739","0.52","0.42268","0.24","0.37017","0.74","0.88172","0.92","0.01711","0.24","0.248","0.35","0.48267","0.52"
"30","104185","Saint Mary's (CA)","G","77","Junior","1981131","8","Rory Hawke","4","31","330.29","0.05811","0.09","0.1219","0.33","0.21454","0.11","0.64706","0.08","0.12406","0.07","0.59486","0.86","0.65714","0.98","0.22222","0.1","0.7619","0.51","0.02579","0.46","0.39623","0.73","0.33962","0.26"
"4","104183","Saint Louis","G","78","Sophomore","2325457","4","Amari McCottry","31","34","774.78","0.21559","0.81","0.1962","0.71","0.20634","0.12","1.18293","0.39","0.25285","0.86","0.56753","0.71","0.58537","0.9","0.29032","0.28","0.58182","0.09","0.0548","0.85","0.41199","0.76","0.23221","0.11"
"4","104183","Saint Louis","G","72","Sophomore","2149050","3","Trey Green","30","33","784.36","0.11565","0.43","0.15721","0.53","0.07801","0.92","2.3913","0.91","0.18434","0.44","0.67145","0.99","0.54717","0.8","0.4532","0.98","0.86111","0.88","0.03175","0.56","0.14063","0.1","0.79297","0.95"
"4","104183","Saint Louis","G","77","Junior","2120119","1","Quentin Jones","32","34","910.84","0.1706","0.68","0.23001","0.83","0.19118","0.17","1.5625","0.63","0.18118","0.41","0.56684","0.71","0.4965","0.6","0.36559","0.71","0.79747","0.65","0.03565","0.63","0.33475","0.6","0.39407","0.36"
"4","104183","Saint Louis","G","78","Junior","1927078","0","Kellen Thames","2","32","550.05","0.19735","0.76","0.17229","0.61","0.14972","0.4","1.39024","0.53","0.24651","0.83","0.65936","0.98","0.66667","0.98","0.25","0.16","0.62791","0.15","0.10048","0.99","0.44103","0.81","0.06154","0.01"
"4","104183","Saint Louis","G","75","Senior","1925344","13","Dion Brown","34","34","812.56","0.11993","0.45","0.13782","0.42","0.17147","0.26","0.9322","0.22","0.20875","0.61","0.66994","0.99","0.67164","0.98","0.38983","0.84","0.75439","0.49","0.0707","0.93","0.21923","0.27","0.22692","0.1"
"4","104181","Saint Joseph's","G","76","Freshman","2486700","13","Austin Williford","19","34","895.23","0.09608","0.32","0.12739","0.36","0.12977","0.56","1.125","0.35","0.17473","0.35","0.50149","0.29","0.43119","0.27","0.34532","0.59","0.67391","0.25","0.05574","0.85","0.18548","0.19","0.56048","0.67"
"4","104181","Saint Joseph's","G","78","Sophomore","2322672","11","Jaiden Glover-Toscano","32","32","1017.1","0.0632","0.12","0.05682","0.03","0.09237","0.84","0.65217","0.09","0.24921","0.84","0.54204","0.55","0.52439","0.73","0.33607","0.54","0.72","0.36","0.05058","0.81","0.2451","0.34","0.59804","0.73"
"4","104181","Saint Joseph's","G","70","Freshman","2322189","3","Khaafiq Myers","0","32","489.72","0.28288","0.94","0.24954","0.87","0.152","0.38","2.1875","0.87","0.21796","0.67","0.43978","0.09","0.44954","0.36","0.23636","0.13","0.60606","0.13","0.0205","0.33","0.20122","0.22","0.33537","0.25"
"4","104181","Saint Joseph's","G","75","Senior","1890501","0","Derek Simpson","34","34","1177.14","0.30394","0.96","0.25412","0.88","0.14407","0.44","2.36486","0.9","0.22144","0.69","0.54936","0.6","0.50463","0.64","0.31638","0.41","0.91509","0.96","0.03674","0.65","0.26972","0.41","0.45038","0.46"
"3","104179","Saint Francis","G","76","Sophomore","2319684","15","Victor Payne","25","29","687.97","0.07714","0.19","0.12958","0.37","0.13292","0.53","1.12","0.35","0.13794","0.13","0.5794","0.78","0.55102","0.82","0.37","0.74","0.75","0.47","0.04655","0.78","0.21477","0.26","0.67114","0.84"
"3","104179","Saint Francis","G","78","Senior","1909574","0","Chris Moncrief","19","21","579.47","0.13052","0.5","0.14893","0.48","0.19341","0.17","0.90476","0.2","0.19105","0.49","0.56792","0.71","0.52893","0.74","0.34615","0.6","0.6875","0.28","0.03467","0.61","0.43537","0.8","0.17687","0.06"
