"conferenceId","Team ID","Team Market","position","Player Height","Class Year","playerId","jerseyNum","fullName","Games Started","Games Played","Minutes Played","Assist Pct","Assist Pct %ile","Assist Ratio","Assist Ratio %ile","Turnover Pct","Turnover Pct %ile","Ast/Tov Ratio","Ast/Tov Ratio %ile","Usage Pct","Usage Pct %ile","True Shooting %","True Shooting % %ile","2-Point Pct","2-Point Pct %ile","3-Point Pct","3-Point Pct %ile","Free Throw Pct","Free Throw Pct %ile","Off Rebound Pct","Off Rebound Pct %ile","FT Attempt Rate","FT Attempt Rate %ile","3-Point Att Rate","3-Point Att Rate %ile"
"59","104515","Youngstown St.","G","78","Junior","2541964","77","Rontavious Blackshear","0","27","377.81","0.09534","0.31","0.09371","0.16","0.10915","0.73","0.94737","0.23","0.23607","0.78","0.54803","0.59","0.55","0.81","0.33663","0.54","0.75","0.47","0.01268","0.14","0.22695","0.29","0.71631","0.88"
"59","104515","Youngstown St.","G","75","Junior","1917644","6","Andrew King","0","29","491.13","0.24314","0.88","0.41929","0.99","0.35098","0.01","2.05714","0.84","0.10384","0.02","0.60278","0.88","0.54545","0.8","0.33333","0.53","0.71053","0.34","0.04846","0.79","0.79167","0.99","0.3125","0.21"
"59","104515","Youngstown St.","G","74","Senior","1916165","9","Bryson Dawkins","29","29","803.83","0.10837","0.39","0.10202","0.21","0.11638","0.68","0.97619","0.24","0.2296","0.74","0.56914","0.72","0.60526","0.94","0.30526","0.35","0.5974","0.11","0.04441","0.75","0.27018","0.42","0.33333","0.25"
"59","104515","Youngstown St.","G","74","Senior","1711894","1","Cam Polak","10","27","459.52","0.06234","0.12","0.08951","0.14","0.19046","0.18","0.51613","0.04","0.18014","0.4","0.55766","0.65","0.45833","0.4","0.35789","0.67","0.7931","0.64","0.03561","0.63","0.2437","0.33","0.79832","0.95"
"59","104515","Youngstown St.","G","70","Senior","1701888","0","Jason Nelson","29","29","738.21","0.21069","0.8","0.26363","0.9","0.20342","0.14","1.76","0.73","0.17028","0.32","0.4954","0.26","0.44792","0.35","0.27536","0.23","0.72857","0.38","0.04191","0.73","0.42424","0.78","0.41818","0.4"
"86","104510","Yale","G","76","Sophomore","2345899","3","Jordan Brathwaite","1","29","557.55","0.09031","0.29","0.13612","0.41","0.0978","0.81","1.61111","0.66","0.1746","0.35","0.5753","0.76","0.41538","0.22","0.43617","0.96","0.875","0.91","0.02259","0.38","0.10063","0.05","0.59119","0.72"
"86","104510","Yale","G","72","Junior","2143587","11","Trevor Mullin","28","29","803.6","0.16784","0.67","0.18812","0.68","0.09756","0.81","2.375","0.9","0.2159","0.66","0.57601","0.77","0.44643","0.34","0.38411","0.82","0.89333","0.94","0.02664","0.47","0.28517","0.47","0.57414","0.69"
"86","104510","Yale","G","75","Senior","1949283","44","Devon Arlington","1","28","392.19","0.14856","0.58","0.247","0.86","0.25709","0.05","1.27586","0.46","0.15192","0.2","0.45346","0.12","0.35897","0.09","0.33333","0.53","0.6","0.12","0.01275","0.14","0.26667","0.4","0.48","0.52"
"86","104510","Yale","G","78","Senior","1702189","14","Casey Simmons","29","29","785.35","0.07225","0.16","0.10331","0.21","0.07061","0.95","1.63158","0.67","0.18123","0.41","0.61975","0.93","0.60355","0.93","0.37778","0.79","0.67073","0.24","0.05452","0.84","0.38318","0.71","0.21028","0.09"
"29","104509","Xavier","G","75","Sophomore","2324122","3","All Wright","28","33","733.35","0.15329","0.6","0.22386","0.81","0.08875","0.87","3.25","0.98","0.15297","0.2","0.60127","0.88","0.5","0.63","0.42222","0.94","0.84091","0.82","0.01316","0.15","0.23656","0.32","0.48387","0.53"
"29","104509","Xavier","G","75","Senior","1924051","0","Roddie Anderson III","5","33","784.37","0.17724","0.7","0.1543","0.51","0.10848","0.74","1.68182","0.69","0.25741","0.88","0.4964","0.26","0.44776","0.35","0.31405","0.4","0.72222","0.37","0.02598","0.46","0.2795","0.45","0.37578","0.32"
"29","104509","Xavier","G","77","Senior","1917657","1","Malik Messina-Moore","33","33","1095.57","0.19226","0.74","0.23947","0.84","0.12189","0.63","2.58333","0.94","0.17893","0.39","0.52053","0.4","0.45578","0.39","0.31847","0.43","0.8","0.67","0.0186","0.28","0.3125","0.54","0.51645","0.59"
"29","104509","Xavier","G","77","Senior","1725430","7","Isaiah Walker","1","32","542.1","0.06871","0.15","0.14194","0.44","0.07519","0.93","2.2","0.87","0.12238","0.07","0.60569","0.89","0.53571","0.76","0.41071","0.91","0.8","0.67","0.06142","0.89","0.22321","0.28","0.5","0.56"
"87","104508","Wyoming","G","79","Freshman","2506840","2","Nasir Meyer","23","30","832.91","0.17123","0.68","0.15788","0.53","0.14061","0.47","1.33333","0.5","0.2326","0.76","0.57576","0.77","0.55921","0.84","0.34058","0.57","0.75824","0.5","0.04391","0.75","0.31379","0.55","0.47586","0.51"
"87","104508","Wyoming","G","73","Sophomore","2305462","1","Damarion Dennis","18","31","744.28","0.11736","0.44","0.1272","0.35","0.06779","0.96","2.15","0.86","0.20139","0.57","0.63091","0.95","0.63265","0.96","0.34343","0.58","0.89394","0.95","0.05105","0.82","0.26829","0.41","0.40244","0.38"
"87","104508","Wyoming","G","76","Junior","2153479","3","Khaden Bennett","31","32","904.56","0.17781","0.7","0.21014","0.76","0.12698","0.58","2.09524","0.84","0.18569","0.44","0.56094","0.67","0.45","0.36","0.35772","0.67","0.80769","0.7","0.05992","0.88","0.42798","0.79","0.50617","0.57"
"87","104508","Wyoming","G","79","Junior","2098197","13","Adam Harakow","7","32","605.58","0.06289","0.12","0.10471","0.22","0.10581","0.76","1.10526","0.34","0.15057","0.19","0.59153","0.84","0.5614","0.85","0.37805","0.79","0.67347","0.25","0.05713","0.86","0.35252","0.64","0.58993","0.72"
"87","104508","Wyoming","G","75","Junior","1937071","0","Uriyah Rojas","2","32","538.12","0.18615","0.72","0.19797","0.72","0.09314","0.84","2.65","0.94","0.20263","0.57","0.50077","0.29","0.46341","0.43","0.3125","0.39","0.76316","0.51","0.02786","0.5","0.21348","0.26","0.53933","0.63"
"87","104508","Wyoming","G","73","Senior","1930393","5","Leland Walker","31","32","914.66","0.2668","0.92","0.19975","0.73","0.14853","0.4","1.68056","0.69","0.26914","0.92","0.52689","0.44","0.46862","0.45","0.2906","0.29","0.84496","0.83","0.0353","0.62","0.36236","0.66","0.32865","0.24"
"59","104506","Wright St.","G","75","Freshman","2472209","55","Michael Cooper","13","29","770.72","0.14993","0.59","0.13102","0.38","0.08689","0.88","1.73529","0.71","0.25708","0.88","0.55975","0.66","0.51031","0.67","0.35659","0.66","0.82051","0.75","0.02307","0.39","0.24149","0.33","0.39938","0.37"
"59","104506","Wright St.","G","79","Sophomore","2321428","3","Dominic Pangonis","27","33","895.53","0.07323","0.17","0.12566","0.35","0.11792","0.66","1.21875","0.42","0.15372","0.21","0.61404","0.91","0.54286","0.79","0.39785","0.87","0.73404","0.4","0.02705","0.48","0.47475","0.86","0.4697","0.5"
"59","104506","Wright St.","G","73","Sophomore","2292692","22","TJ Burch","23","33","825.4","0.26893","0.92","0.19463","0.7","0.14889","0.4","1.62319","0.66","0.28484","0.95","0.53499","0.5","0.48913","0.56","0.35135","0.62","0.73267","0.4","0.04842","0.79","0.28857","0.48","0.21143","0.09"
"59","104506","Wright St.","G","74","Sophomore","2125322","13","Solomon Callaghan","30","32","907.87","0.06592","0.13","0.10673","0.24","0.09218","0.84","1.2963","0.48","0.16381","0.27","0.62618","0.95","0.46875","0.46","0.40698","0.9","0.92647","0.97","0.01587","0.21","0.28814","0.47","0.72881","0.9"
"59","104506","Wright St.","G","77","Junior","1925571","21","Logan Woods","6","33","600.21","0.12468","0.47","0.20032","0.73","0.15587","0.36","1.60714","0.66","0.15184","0.2","0.5376","0.52","0.56452","0.86","0.31579","0.41","0.67742","0.25","0.03027","0.54","0.22464","0.28","0.55072","0.65"
"59","104506","Wright St.","G","77","Senior","1713513","2","Sam Alamutu","4","32","362.7","0.14939","0.59","0.24583","0.86","0.27657","0.03","1.17857","0.39","0.14137","0.14","0.54645","0.58","0.52727","0.74","0.33333","0.53","0.61905","0.14","0.06653","0.91","0.32813","0.58","0.14063","0.04"
"38","104503","Wofford","G","74","Freshman","2475430","4","Chace Watley","14","30","753.55","0.08761","0.27","0.10437","0.22","0.10359","0.77","1.125","0.35","0.20915","0.62","0.52546","0.43","0.4589","0.41","0.31111","0.38","0.78495","0.6","0.03402","0.6","0.39407","0.73","0.38136","0.33"
"38","104503","Wofford","G","75","Sophomore","2285477","11","Kahmare Holmes","25","25","807.7","0.18385","0.71","0.12549","0.34","0.09707","0.82","1.47826","0.59","0.29778","0.97","0.57841","0.78","0.54464","0.79","0.35714","0.66","0.65537","0.2","0.04075","0.71","0.50571","0.89","0.36","0.29"
"38","104503","Wofford","G","73","Sophomore","2285476","2","Luke Flynn","16","19","507.26","0.08034","0.22","0.17406","0.62","0.08781","0.87","2.4","0.91","0.11255","0.04","0.51011","0.34","0.30769","0.04","0.34848","0.61","0.77778","0.57","0.04853","0.79","0.29348","0.49","0.71739","0.89"
"38","104503","Wofford","G","78","Junior","2110219","0","Cayden Vasko","30","30","984.24","0.22636","0.84","0.26651","0.9","0.09962","0.8","3.64706","0.99","0.1769","0.37","0.53693","0.51","0.50427","0.64","0.33129","0.5","0.80645","0.69","0.03624","0.64","0.22143","0.28","0.58214","0.7"
"38","104503","Wofford","G","75","Junior","2106183","21","Nils Machowski","30","30","1038.48","0.14689","0.58","0.1315","0.38","0.10618","0.75","1.42593","0.56","0.24985","0.85","0.58623","0.82","0.49123","0.57","0.38865","0.84","0.79032","0.62","0.04508","0.76","0.31","0.53","0.5725","0.69"
"38","104503","Wofford","G","75","Junior","1931329","5","Brendan Rigsbee","5","23","355.99","0.08028","0.22","0.14472","0.46","0.11633","0.68","1.45455","0.58","0.13647","0.12","0.58014","0.79","0.69767","0.99","0.23333","0.12","0.66667","0.23","0.05753","0.87","0.32877","0.58","0.41096","0.39"
"73","104500","Wisconsin","G","77","Sophomore","2093086","5","Jack Janicki","1","26","428.86","0.10595","0.37","0.26079","0.89","0.18248","0.21","1.93333","0.79","0.0965","0.01","0.43155","0.08","0.44444","0.33","0.2766","0.23","0.6","0.12","0.04264","0.74","0.07692","0.03","0.72308","0.89"
"73","104500","Wisconsin","G","76","Junior","2093083","25","John Blackwell","34","34","1147.96","0.13357","0.51","0.11653","0.3","0.09516","0.83","1.38596","0.53","0.26554","0.9","0.59963","0.87","0.47664","0.5","0.38866","0.84","0.8587","0.87","0.04094","0.71","0.39913","0.74","0.53579","0.63"
"73","104500","Wisconsin","G","78","Senior","1950218","7","Andrew Rohde","34","34","897.89","0.17834","0.7","0.29798","0.95","0.16026","0.32","2.64865","0.94","0.13095","0.1","0.50284","0.3","0.48","0.52","0.31818","0.42","0.77778","0.57","0.02427","0.42","0.14835","0.12","0.72527","0.89"
"73","104500","Wisconsin","G","77","Senior","1906859","0","Braeden Carrington","0","34","614.45","0.1053","0.37","0.12628","0.35","0.07227","0.94","2","0.82","0.20571","0.59","0.60796","0.9","0.44118","0.32","0.40116","0.88","0.77193","0.55","0.03543","0.62","0.2767","0.44","0.83495","0.97"
"73","104500","Wisconsin","G","75","Senior","1611694","2","Nick Boyd","35","35","1116.89","0.28807","0.94","0.18207","0.66","0.08814","0.87","2.52542","0.93","0.30547","0.98","0.59469","0.86","0.53352","0.76","0.36527","0.71","0.8299","0.78","0.02784","0.5","0.36952","0.68","0.3181","0.22"
"37","104488","Winthrop","G","80","Sophomore","2313678","25","Seifeldin Hendawy","2","31","489.25","0.11572","0.43","0.13225","0.39","0.14749","0.41","1.03333","0.29","0.19765","0.54","0.46424","0.15","0.45556","0.39","0.19298","0.06","0.76667","0.53","0.07241","0.94","0.40816","0.75","0.38776","0.35"
"37","104488","Winthrop","G","76","Senior","2303613","3","Josh Meo","0","31","557.44","0.08001","0.22","0.11039","0.26","0.10423","0.77","1.19048","0.4","0.17183","0.33","0.47645","0.19","0.38462","0.14","0.30137","0.33","0.68657","0.28","0.03087","0.55","0.44371","0.82","0.48344","0.52"
"37","104488","Winthrop","G","77","Senior","1956962","11","Kody Clouet","31","31","930.88","0.09422","0.31","0.10923","0.25","0.07358","0.94","1.66667","0.69","0.18741","0.46","0.64559","0.97","0.55422","0.83","0.4067","0.9","0.84404","0.83","0.03914","0.69","0.37329","0.69","0.71575","0.88"
"37","104488","Winthrop","G","69","Senior","1894267","2","Kareem Rozier","31","31","937.11","0.20688","0.79","0.18482","0.67","0.06941","0.95","3.26667","0.98","0.21928","0.68","0.51964","0.4","0.39706","0.17","0.3617","0.69","0.77465","0.56","0.00864","0.06","0.19137","0.2","0.63342","0.79"
"37","104488","Winthrop","G","76","Senior","1689251","7","Daylen Berry","19","25","630.5","0.13098","0.5","0.13345","0.39","0.1225","0.62","1.25714","0.44","0.21405","0.65","0.50858","0.33","0.4434","0.33","0.31132","0.38","0.70455","0.32","0.02855","0.51","0.41509","0.76","0.5","0.56"
"37","104488","Winthrop","G","73","Senior","1600826","1","Isaiah Wilson","28","31","621.98","0.21794","0.82","0.31116","0.96","0.22864","0.08","1.97561","0.8","0.13706","0.12","0.4013","0.04","0.3913","0.15","0.17391","0.05","0.62264","0.15","0.01139","0.11","0.46087","0.84","0.4","0.37"
"16","104476","William & Mary","G","72","Senior","2095037","8","Jhei-R Jones","0","22","400.76","0.15417","0.61","0.222","0.8","0.21401","0.11","1.33333","0.5","0.15459","0.21","0.61492","0.92","0.55263","0.82","0.36364","0.7","0.82051","0.75","0.03556","0.63","0.47561","0.86","0.53659","0.63"
"16","104476","William & Mary","G","76","Junior","1925322","0","Reese Miller","0","28","703.09","0.20038","0.77","0.16961","0.59","0.11795","0.66","1.73171","0.71","0.24431","0.82","0.56262","0.68","0.54545","0.8","0.33065","0.5","0.73333","0.4","0.02036","0.32","0.33708","0.6","0.46442","0.49"
"16","104476","William & Mary","G","76","Senior","1910134","11","Kyle Pulliam","27","28","697.25","0.13677","0.53","0.16043","0.55","0.11177","0.71","1.70968","0.7","0.19666","0.54","0.59456","0.86","0.5514","0.82","0.29885","0.32","0.81513","0.73","0.03099","0.55","0.6134","0.96","0.44845","0.46"
"16","104476","William & Mary","G","77","Senior","1890305","2","Chase Lowe","30","30","706.88","0.28409","0.94","0.28906","0.94","0.19024","0.18","2.13725","0.85","0.18745","0.46","0.62874","0.95","0.59259","0.92","0.125","0.03","0.72897","0.39","0.07373","0.94","0.62941","0.96","0.04706","0.01"
"17","104471","Wichita St.","G","71","Junior","2483435","3","Dre Kindell","0","35","593.66","0.23316","0.85","0.26712","0.9","0.16355","0.3","2.22857","0.88","0.17747","0.38","0.55587","0.64","0.46903","0.46","0.33333","0.53","0.8","0.67","0.02861","0.51","0.5137","0.9","0.22603","0.1"
"17","104471","Wichita St.","G","77","Freshman","2281211","4","TJ Williams","15","34","755.87","0.12753","0.49","0.13373","0.4","0.13622","0.51","1.13333","0.36","0.21521","0.65","0.52207","0.41","0.48416","0.54","0.08333","0.02","0.68067","0.26","0.08923","0.98","0.51073","0.89","0.0515","0.01"
"17","104471","Wichita St.","G","70","Senior","1910658","1","Kenyon Giles","35","35","1277.69","0.07846","0.2","0.06617","0.05","0.0679","0.96","1.04348","0.3","0.26103","0.89","0.53769","0.52","0.44689","0.34","0.38154","0.8","0.82895","0.78","0.01163","0.11","0.12709","0.08","0.54348","0.64"
"17","104471","Wichita St.","G","73","Senior","1695270","9","Michael Gray Jr.","35","35","950.58","0.15296","0.6","0.19588","0.71","0.1334","0.53","1.82609","0.76","0.1786","0.39","0.46352","0.15","0.37838","0.12","0.29193","0.29","0.85246","0.85","0.01564","0.2","0.22426","0.28","0.59191","0.72"
"2","104454","Western Mich.","G","75","Freshman","2501093","7","Carson Vis","0","29","432.02","0.09567","0.31","0.10421","0.22","0.09971","0.8","1.16667","0.38","0.21028","0.62","0.52","0.4","0.49451","0.59","0.30435","0.34","0.63793","0.17","0.04193","0.73","0.42336","0.78","0.33577","0.25"
"2","104454","Western Mich.","G","75","Sophomore","2302940","3","EJ Ryans","29","29","793.61","0.12915","0.49","0.18399","0.66","0.13287","0.53","1.69697","0.7","0.15749","0.23","0.51996","0.4","0.46226","0.42","0.32222","0.45","0.88636","0.93","0.02425","0.42","0.22449","0.28","0.45918","0.48"
"2","104454","Western Mich.","G","70","Junior","2143488","2","Jalen Griffith","16","25","560.72","0.31807","0.97","0.22262","0.8","0.14319","0.45","2","0.82","0.26368","0.9","0.56307","0.68","0.46218","0.42","0.3945","0.86","0.83019","0.78","0.01204","0.12","0.23246","0.3","0.47807","0.51"
"2","104454","Western Mich.","G","78","Senior","1948104","12","Jayden Brewer","26","29","739.33","0.08706","0.27","0.06896","0.06","0.12591","0.6","0.58824","0.06","0.27569","0.93","0.52825","0.45","0.47266","0.48","0.30556","0.35","0.70213","0.31","0.0536","0.84","0.48288","0.87","0.12329","0.03"
"2","104454","Western Mich.","G","78","Junior","1890378","1","Trey Lewis","10","29","508.02","0.05211","0.07","0.05594","0.03","0.09572","0.83","0.61905","0.07","0.21733","0.67","0.58468","0.81","0.5","0.63","0.3937","0.86","0.74286","0.43","0.04011","0.7","0.19126","0.2","0.69399","0.87"
"2","104454","Western Mich.","G","76","Senior","1717512","11","Justice Williams","14","18","541.64","0.13894","0.54","0.11457","0.29","0.10352","0.77","1.25","0.44","0.25476","0.87","0.55876","0.66","0.472","0.47","0.36364","0.7","0.85075","0.85","0.03331","0.59","0.31455","0.55","0.41315","0.39"
"88","104453","Western Ky.","G","74","Freshman","2504113","12","Armelo Boone","11","27","672.14","0.17637","0.7","0.13229","0.39","0.12838","0.57","1.1875","0.4","0.26828","0.91","0.43725","0.09","0.41262","0.21","0.24419","0.15","0.67532","0.25","0.06589","0.91","0.2637","0.4","0.29452","0.18"
"88","104453","Western Ky.","G","75","Junior","2504108","2","LJ Hackman","19","30","655.17","0.13276","0.51","0.13685","0.42","0.1117","0.71","1.41935","0.55","0.205","0.59","0.5355","0.5","0.45736","0.4","0.28571","0.26","0.7963","0.65","0.02794","0.5","0.54271","0.92","0.35176","0.28"
"88","104453","Western Ky.","G","77","Sophomore","2144344","30","Teagan Moore","23","25","738.91","0.13535","0.52","0.09773","0.18","0.11077","0.72","0.97778","0.24","0.26601","0.9","0.66584","0.99","0.57075","0.87","0.44444","0.97","0.79082","0.63","0.07275","0.94","0.71273","0.98","0.22909","0.11"
"88","104453","Western Ky.","G","74","Senior","1936950","3","Cam Haffner","6","26","328.56","0.07612","0.19","0.09624","0.17","0.08191","0.91","1.3","0.48","0.17937","0.39","0.48617","0.22","0.45","0.36","0.31461","0.4","1","1","0.00621","0.03","0.06422","0.02","0.81651","0.96"
"88","104453","Western Ky.","G","73","Senior","1695181","11","Terrion Murdix","21","23","550.95","0.31236","0.97","0.34086","0.98","0.21008","0.12","2.46154","0.92","0.16423","0.28","0.44679","0.11","0.34234","0.07","0.27273","0.22","0.82143","0.75","0.04937","0.8","0.45902","0.84","0.09016","0.02"
"88","104453","Western Ky.","G","73","Senior","1602907","4","Ryan Myers","10","30","681.71","0.13801","0.54","0.12642","0.35","0.10291","0.78","1.40625","0.54","0.22076","0.69","0.58423","0.81","0.37209","0.11","0.41317","0.92","0.9322","0.98","0.01193","0.12","0.2332","0.31","0.66008","0.82"
"15","104452","Western Ill.","G","74","Freshman","2558106","13","Makai Kvamme","22","28","711.64","0.2239","0.83","0.25852","0.89","0.1602","0.32","2.17647","0.86","0.15665","0.23","0.39282","0.03","0.38931","0.15","0.18519","0.06","0.5","0.04","0.02509","0.44","0.29114","0.48","0.17089","0.06"
"15","104452","Western Ill.","G","76","Junior","2558100","3","Lucas Lorenzen","27","28","930.36","0.06361","0.12","0.05261","0.03","0.12033","0.64","0.46154","0.03","0.24398","0.82","0.53656","0.51","0.5","0.63","0.30729","0.36","0.81579","0.73","0.02879","0.51","0.34545","0.62","0.58182","0.7"
"15","104452","Western Ill.","G","74","Sophomore","2112495","0","Tyran Cook","4","24","359.86","0.19584","0.75","0.19547","0.71","0.15387","0.37","1.57895","0.64","0.18032","0.4","0.43062","0.08","0.41667","0.22","0.15385","0.04","0.82353","0.76","0.00919","0.07","0.17526","0.16","0.13402","0.04"
"38","104450","Western Caro.","G","74","Freshman","2532787","8","Tahlan Pettway","9","28","614.16","0.17046","0.68","0.19017","0.68","0.13838","0.49","1.69697","0.7","0.19165","0.49","0.60097","0.87","0.52857","0.74","0.40171","0.89","0.7619","0.51","0.01942","0.3","0.2246","0.28","0.62567","0.78"
"38","104450","Western Caro.","G","80","Sophomore","2287928","4","Justin Johnson","1","28","430.94","0.10185","0.35","0.09478","0.16","0.11835","0.66","0.88462","0.19","0.24964","0.85","0.46722","0.16","0.44628","0.34","0.21951","0.09","0.63889","0.17","0.05491","0.85","0.44444","0.82","0.25309","0.13"
"38","104450","Western Caro.","G","76","Senior","2122106","22","Tidjiane Dioumassi","24","28","682.24","0.20276","0.78","0.2019","0.73","0.16981","0.27","1.4898","0.59","0.20781","0.61","0.52796","0.45","0.47403","0.49","0.375","0.77","0.71429","0.35","0.04904","0.8","0.22477","0.28","0.29358","0.18"
"38","104450","Western Caro.","G","76","Senior","1917660","0","Cord Stansberry","28","29","882.93","0.12585","0.48","0.11304","0.28","0.09009","0.86","1.41463","0.55","0.25335","0.86","0.50954","0.34","0.43023","0.27","0.30435","0.34","0.80303","0.68","0.02679","0.48","0.37079","0.69","0.51685","0.59"
"38","104450","Western Caro.","G","71","Senior","1706701","3","Julien Soumaoro","22","25","667.01","0.15287","0.6","0.14798","0.48","0.1503","0.39","1.15556","0.37","0.21843","0.67","0.56211","0.68","0.46237","0.42","0.39726","0.87","0.74286","0.43","0.02373","0.41","0.14644","0.11","0.61088","0.76"
"60","104448","West Virginia","G","74","Freshman","2505103","2","Amir Jenkins","0","32","514.69","0.24054","0.87","0.29428","0.94","0.14755","0.41","2.82609","0.96","0.16412","0.28","0.41384","0.06","0.35366","0.08","0.28571","0.26","0.53846","0.06","0.02328","0.39","0.47273","0.86","0.25455","0.13"
"60","104448","West Virginia","G","75","Senior","2092575","1","Jasper Floyd","35","35","992.14","0.21864","0.82","0.28326","0.93","0.22936","0.08","1.72308","0.71","0.15488","0.22","0.5609","0.67","0.51145","0.67","0.37705","0.78","0.7","0.3","0.02414","0.42","0.3125","0.54","0.31771","0.22"
"60","104448","West Virginia","G","78","Senior","1925460","52","Treysen Eaglestaff","35","35","999.04","0.10364","0.36","0.11583","0.3","0.12838","0.57","1.02041","0.29","0.20715","0.6","0.51548","0.37","0.46715","0.45","0.34286","0.58","0.74468","0.44","0.03476","0.61","0.15064","0.12","0.5609","0.67"
"60","104448","West Virginia","G","70","Senior","1730246","3","Honor Huff","35","35","1256.38","0.1181","0.44","0.11321","0.28","0.10816","0.74","1.18033","0.39","0.24341","0.81","0.57455","0.76","0.37931","0.13","0.35398","0.64","0.86857","0.89","0.00667","0.03","0.4108","0.75","0.79577","0.95"
"60","104448","West Virginia","G","78","Senior","1687713","13","Chance Moore","1","29","647.11","0.07929","0.21","0.06719","0.06","0.12114","0.64","0.59459","0.06","0.25606","0.87","0.57004","0.72","0.57459","0.89","0.28125","0.25","0.56349","0.07","0.10869","0.99","0.59155","0.95","0.15023","0.05"
"1","104444","West Ga.","G","79","Senior","2311789","6","Matija Žužic","3","22","353.93","0.06965","0.15","0.11265","0.28","0.13541","0.51","0.9375","0.22","0.16506","0.28","0.42564","0.07","0.29268","0.03","0.30909","0.37","0.85714","0.86","0.03421","0.6","0.14583","0.11","0.57292","0.69"
"1","104444","West Ga.","G","76","Junior","2160430","10","Josh Smith","6","29","789.05","0.1556","0.62","0.10723","0.24","0.08407","0.9","1.42857","0.56","0.31122","0.98","0.50481","0.31","0.42194","0.24","0.34337","0.58","0.73387","0.4","0.01633","0.22","0.30769","0.53","0.41191","0.39"
"1","104444","West Ga.","G","74","Sophomore","2125532","1","Brady Hardewig","25","29","507.58","0.07388","0.17","0.16696","0.58","0.13942","0.48","1.4375","0.57","0.11147","0.04","0.5415","0.54","0.41667","0.22","0.36471","0.71","1","1","0.01057","0.09","0.04124","0.01","0.87629","0.99"
"1","104444","West Ga.","G","71","Senior","1952225","23","Malcolm Noel","17","27","633.85","0.24426","0.88","0.25753","0.88","0.21582","0.11","1.60714","0.66","0.20138","0.57","0.53563","0.5","0.49333","0.58","0.31313","0.39","0.76119","0.51","0.00676","0.03","0.38506","0.71","0.56897","0.68"
"61","104434","Weber St.","G","73","Freshman","2541455","12","ArDarius Grayson","0","29","359.14","0.13087","0.5","0.16961","0.59","0.18967","0.18","1.07692","0.32","0.19089","0.49","0.42754","0.07","0.36667","0.1","0.24324","0.14","0.75","0.47","0.01289","0.14","0.3299","0.59","0.38144","0.33"
"61","104434","Weber St.","G","77","Freshman","2541454","9","Duce Paschal","15","29","341.73","0.08557","0.25","0.12143","0.32","0.13821","0.49","1","0.28","0.18071","0.4","0.43868","0.09","0.43333","0.28","0.22857","0.11","0.68","0.26","0.04766","0.78","0.26316","0.39","0.36842","0.31"
"61","104434","Weber St.","G","76","Sophomore","2326108","6","Trevor Hennig","6","24","601.28","0.11512","0.42","0.12642","0.35","0.14471","0.43","1","0.28","0.21193","0.63","0.52355","0.42","0.54198","0.78","0.25","0.16","0.625","0.15","0.02101","0.34","0.38503","0.71","0.29947","0.19"
"61","104434","Weber St.","G","70","Junior","1914182","3","Tijan Saine Jr.","30","30","1009.17","0.24989","0.89","0.20906","0.76","0.11299","0.7","2.33929","0.9","0.24506","0.82","0.61647","0.92","0.51389","0.68","0.35714","0.66","0.89474","0.95","0.01023","0.08","0.53371","0.91","0.39326","0.36"
"61","104434","Weber St.","G","75","Junior","1908613","24","Jace Whiting","16","18","577.51","0.13905","0.54","0.17463","0.62","0.12022","0.64","1.76","0.73","0.17529","0.36","0.53005","0.46","0.46296","0.43","0.36667","0.72","0.82353","0.76","0.01158","0.11","0.20238","0.22","0.35714","0.28"
"30","104427","Washington St.","G","76","Senior","2506888","13","Adria Rodriguez","10","31","620.66","0.2701","0.92","0.36568","0.99","0.2911","0.02","1.98039","0.81","0.14528","0.16","0.41868","0.06","0.45882","0.41","0.06667","0.02","0.41818","0.02","0.05934","0.88","0.55","0.92","0.15","0.05"
"30","104427","Washington St.","G","75","Freshman","2506887","21","Ace Glass lll","24","31","896.2","0.17465","0.69","0.12896","0.36","0.14606","0.42","1.0137","0.28","0.28703","0.95","0.58458","0.81","0.54082","0.78","0.35979","0.68","0.87368","0.91","0.01507","0.19","0.24675","0.34","0.49091","0.54"
"30","104427","Washington St.","G","78","Sophomore","2282762","5","Tomas Thrastarson","12","18","418.93","0.09925","0.33","0.10908","0.25","0.16325","0.3","0.75","0.12","0.21035","0.62","0.57143","0.73","0.54412","0.79","0.3","0.32","0.77586","0.56","0.04523","0.76","0.49153","0.87","0.42373","0.41"
"30","104427","Washington St.","G","76","Junior","2132537","11","Jerone Morton","28","31","769.16","0.18519","0.72","0.24402","0.86","0.14526","0.43","2.22222","0.88","0.16584","0.29","0.57365","0.75","0.4717","0.47","0.39241","0.85","0.81967","0.74","0.03033","0.54","0.32973","0.59","0.42703","0.42"
"73","104424","Washington","G","73","Freshman","2532529","23","JJ Mandaquit","6","22","431.45","0.27172","0.92","0.3428","0.98","0.20119","0.14","2.59259","0.94","0.154","0.21","0.53172","0.47","0.54545","0.8","0.28205","0.25","0.7","0.3","0.01327","0.15","0.31915","0.56","0.41489","0.4"
"73","104424","Washington","G","76","Sophomore","2319827","5","Zoom Diallo","29","33","977.68","0.3035","0.96","0.21384","0.77","0.15543","0.36","1.75","0.72","0.27906","0.94","0.56858","0.72","0.52744","0.74","0.31507","0.41","0.8254","0.77","0.03612","0.64","0.31421","0.55","0.18204","0.07"
